id,company_id,name,gender,employment_category,employee_number,department,position,hire_date,contract_period,status,note,created_at,gs_project_id,gs_table_name,updated_at,_rid,_self,_etag,_attachments,id_number,phone,address,_ts
emp03_13,comp03,강다덕,남,정규직,,,,2024-01-01,,재직,,1778742563892,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274574767,pBtjAL8RWCdP7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdP7qsAAAAAAA==/,"""d302ee1a-0000-0800-0000-6a0d934e0000""",attachments/,,010-1003-0313,,1779274574
emp03_18,comp03,강하늘,여,정규직,,,,2024-03-04,,재직,,1778742563892,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779279850262,pBtjAL8RWCdO7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdO7qsAAAAAAA==/,"""d6027f77-0000-0800-0000-6a0da7ea0000""",attachments/,,010-1003-0318,,1779279850
emp03_12,comp03,나기덕,남,정규직,,,,2024-01-01,,재직,,1778742563892,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274576317,pBtjAL8RWCdN7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdN7qsAAAAAAA==/,"""d3021c1b-0000-0800-0000-6a0d93500000""",attachments/,,010-1003-0312,,1779274576
emp03_09,comp03,이홍화,여,정규직,,,,2024-01-01,,재직,,1778742563892,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274577001,pBtjAL8RWCdM7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdM7qsAAAAAAA==/,"""d302371b-0000-0800-0000-6a0d93510000""",attachments/,,010-1003-0309,,1779274577
emp03_10,comp03,윤준민,남,정규직,,,,2024-01-01,,재직,,1778742563892,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274578064,pBtjAL8RWCdL7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCdL7qsAAAAAAA==/,"""d3025d1b-0000-0800-0000-6a0d93520000""",attachments/,,010-1003-0310,,1779274578
emp02_07,comp02,문지수,여,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274579412,pBtjAL8RWCcy7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcy7qsAAAAAAA==/,"""d3028f1b-0000-0800-0000-6a0d93530000""",attachments/,,010-1002-0207,,1779274579
emp02_03,comp02,황성진,남,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274580352,pBtjAL8RWCcx7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcx7qsAAAAAAA==/,"""d302b01b-0000-0800-0000-6a0d93540000""",attachments/,,010-1002-0203,,1779274580
emp02_08,comp02,김주환,남,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274605325,pBtjAL8RWCcw7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcw7qsAAAAAAA==/,"""d302581f-0000-0800-0000-6a0d936d0000""",attachments/,,010-1002-0208,,1779274605
emp02_01,comp02,박건호,남,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274607366,pBtjAL8RWCcv7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcv7qsAAAAAAA==/,"""d302a51f-0000-0800-0000-6a0d936f0000""",attachments/,,010-1002-0201,,1779274607
emp02_04,comp02,조현저,남,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274609229,pBtjAL8RWCcu7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcu7qsAAAAAAA==/,"""d302da1f-0000-0800-0000-6a0d93710000""",attachments/,,010-1002-0204,,1779274609
emp02_02,comp02,이고은,여,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274610131,pBtjAL8RWCct7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCct7qsAAAAAAA==/,"""d302f41f-0000-0800-0000-6a0d93720000""",attachments/,,010-1002-0202,,1779274610
emp02_05,comp02,이여원,여,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274611200,pBtjAL8RWCcs7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcs7qsAAAAAAA==/,"""d3021620-0000-0800-0000-6a0d93730000""",attachments/,,010-1002-0205,,1779274611
emp02_06,comp02,신원준,남,정규직,,,,2024-01-01,,재직,,1778742546381,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274613969,pBtjAL8RWCcr7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcr7qsAAAAAAA==/,"""d3025c20-0000-0800-0000-6a0d93750000""",attachments/,,010-1002-0206,,1779274613
emp01_02,comp01,이수연,여,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274615175,pBtjAL8RWCcd7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcd7qsAAAAAAA==/,"""d3028e20-0000-0800-0000-6a0d93770000""",attachments/,,010-1001-0102,,1779274615
emp01_03,comp01,박민혁,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274616347,pBtjAL8RWCcc7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcc7qsAAAAAAA==/,"""d302b920-0000-0800-0000-6a0d93780000""",attachments/,,010-1001-0103,,1779274616
emp01_05,comp01,정재원,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274617016,pBtjAL8RWCcb7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcb7qsAAAAAAA==/,"""d302e120-0000-0800-0000-6a0d93790000""",attachments/,,010-1001-0105,,1779274617
emp01_04,comp01,최지영,여,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274619760,pBtjAL8RWCca7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCca7qsAAAAAAA==/,"""d3025421-0000-0800-0000-6a0d937b0000""",attachments/,,010-1001-0104,,1779274619
emp01_07,comp01,오승현,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274620489,pBtjAL8RWCcZ7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcZ7qsAAAAAAA==/,"""d3026921-0000-0800-0000-6a0d937c0000""",attachments/,,010-1001-0107,,1779274620
emp01_10,comp01,임채원,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274622433,pBtjAL8RWCcY7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcY7qsAAAAAAA==/,"""d302b521-0000-0800-0000-6a0d937e0000""",attachments/,,010-1001-0110,,1779274622
emp01_06,comp01,한미영,여,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274623519,pBtjAL8RWCcX7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcX7qsAAAAAAA==/,"""d302de21-0000-0800-0000-6a0d937f0000""",attachments/,,010-1001-0106,,1779274623
emp01_12,comp01,류가은,여,정규직,,,,2025-01-06,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779279851368,pBtjAL8RWCcW7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcW7qsAAAAAAA==/,"""d602b777-0000-0800-0000-6a0da7eb0000""",attachments/,,010-1001-0112,,1779279851
emp01_09,comp01,강동원,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274625645,pBtjAL8RWCcV7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcV7qsAAAAAAA==/,"""d3023f22-0000-0800-0000-6a0d93810000""",attachments/,,010-1001-0109,,1779274625
emp01_11,comp01,신준호,남,정규직,,,,2024-01-01,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779274626599,pBtjAL8RWCcU7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcU7qsAAAAAAA==/,"""d3026722-0000-0800-0000-6a0d93820000""",attachments/,,010-1001-0111,,1779274626
emp01_08,comp01,윤지현,여,정규직,,,,2024-01-15,,재직,,1778745772210,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779279852677,pBtjAL8RWCcT7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcT7qsAAAAAAA==/,"""d602f177-0000-0800-0000-6a0da7ec0000""",attachments/,,010-1001-0108,,1779279852
emp01_01,comp01,김태준,남,정규직,HT001,개발팀,팀장,2020-03-02,2024-01-01~2024-12-31,재직,,1775623077180,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1775623077180,pBtjAL8RWCcS7qsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcS7qsAAAAAAA==/,"""7d00f0d9-0000-0800-0000-69d5dba50000""",attachments/,850315-1******,010-1234-5678,서울시 강남구 역삼동 123,1775623077
e024,comp02,김진황,남,정규직,MC-012,경영지원팀,사원,2024-07-01,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273883670,pBtjAL8RWCcb7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcb7asAAAAAAA==/,"""d202adb8-0000-0800-0000-6a0d909b0000""",attachments/,021008-3,010-2001-0012,경기도 의왕시 포스코,1779273883
e023,comp02,오정연,여,정규직,MC-011,경영지원팀,부장,2016-12-01,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273885186,pBtjAL8RWCca7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCca7asAAAAAAA==/,"""d202ecb8-0000-0800-0000-6a0d909d0000""",attachments/,810914-2,010-2001-0011,서울시 자양구 이당동,1779273885
e015,comp02,박원서,여,정규직,MC-003,공사부,과장,2020-08-17,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273885958,pBtjAL8RWCcZ7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcZ7asAAAAAAA==/,"""d202ffb8-0000-0800-0000-6a0d909d0000""",attachments/,890204-2,010-2001-0003,경기도 성남시 분당구,1779273885
e026,comp02,이미리,여,계약직,MC-014,경영지원팀,사원,2024-04-01,2025-04-01~2026-03-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779279854149,pBtjAL8RWCcY7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcY7asAAAAAAA==/,"""d6023b78-0000-0800-0000-6a0da7ee0000""",attachments/,990211-2,010-2001-0014,경기도 구리시 교문동,1779279854
e014,comp02,조성형,남,정규직,MC-002,공사부,부장,2018-02-12,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273887821,pBtjAL8RWCcX7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcX7asAAAAAAA==/,"""d20244b9-0000-0800-0000-6a0d909f0000""",attachments/,820517-1,010-2001-0002,경기도 용인시 기흥구,1779273887
e022,comp02,한지수,남,정규직,MC-010,안전관리팀,대리,2022-09-01,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273889460,pBtjAL8RWCcW7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcW7asAAAAAAA==/,"""d2027cb9-0000-0800-0000-6a0d90a10000""",attachments/,950303-1,010-2001-0010,서울시 노원구 상계동,1779273889
e017,comp02,양준혁,남,정규직,MC-005,공사부,사원,2024-02-19,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273890257,pBtjAL8RWCcV7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcV7asAAAAAAA==/,"""d2028eb9-0000-0800-0000-6a0d90a20000""",attachments/,001230-3,010-2001-0005,경기도 수원시 팔달구,1779273890
e030,comp02,김나래,여,정규직,MC-018,공사부,주임,2020-05-11,2025-01-01~2025-12-31,재직,,1775622924266,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273890983,pBtjAL8RWCcU7asAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCcU7asAAAAAAA==/,"""d202a8b9-0000-0800-0000-6a0d90a20000""",attachments/,910718-2,010-2001-0018,경기도 남양주시 단원동,1779273890
e001,comp01,강태양,남,정규직,HT-001,개발팀,팀장,2020-03-02,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273892389,pBtjAL8RWCfP7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfP7KsAAAAAAA==/,"""d202c6b9-0000-0800-0000-6a0d90a40000""",attachments/,850412-1,010-1001-0001,서울시 강남구 역삼동,1779273892
e002,comp01,이서연,여,정규직,HT-002,개발팀,선임,2021-06-14,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273893283,pBtjAL8RWCfO7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfO7KsAAAAAAA==/,"""d202e0b9-0000-0800-0000-6a0d90a50000""",attachments/,920318-2,010-1001-0002,서울시 서초구 방배동,1779273893
e011,comp01,류성호,남,정규직,HT-011,영업팀,사원,2024-03-04,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273894094,pBtjAL8RWCfN7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfN7KsAAAAAAA==/,"""d202f4b9-0000-0800-0000-6a0d90a60000""",attachments/,001004-3,010-1001-0011,인천시 남동구 구월동,1779273894
e008,comp01,윤미래,여,정규직,HT-008,경영지원팀,과장,2018-07-16,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273895856,pBtjAL8RWCfM7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfM7KsAAAAAAA==/,"""d20219ba-0000-0800-0000-6a0d90a70000""",attachments/,870303-2,010-1001-0008,서울시 강동구 천호동,1779273895
e005,comp01,정도현,남,정규직,HT-005,기획팀,사원,2024-01-15,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273897148,pBtjAL8RWCfL7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfL7KsAAAAAAA==/,"""d2023aba-0000-0800-0000-6a0d90a90000""",attachments/,000320-3,010-1001-0005,서울시 동작구 상도동,1779273897
e006,comp01,한수민,여,정규직,HT-006,디자인팀,선임,2021-03-22,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273898198,pBtjAL8RWCfK7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfK7KsAAAAAAA==/,"""d2024dba-0000-0800-0000-6a0d90aa0000""",attachments/,930615-2,010-1001-0006,서울시 은평구 녹번동,1779273898
e009,comp01,김재원,남,정규직,HT-009,경영지원팀,사원,2023-10-02,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273900789,pBtjAL8RWCfJ7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfJ7KsAAAAAAA==/,"""d20283ba-0000-0800-0000-6a0d90ac0000""",attachments/,011115-3,010-1001-0009,경기도 수원시 영통구,1779273900
e010,comp01,신보람,여,정규직,HT-010,영업팀,대리,2022-02-07,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273901613,pBtjAL8RWCfI7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfI7KsAAAAAAA==/,"""d202a2ba-0000-0800-0000-6a0d90ad0000""",attachments/,940828-2,010-1001-0010,서울시 양천구 목동,1779273901
e007,comp01,오준혁,남,정규직,HT-007,디자인팀,주임,2023-04-03,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273902338,pBtjAL8RWCfH7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfH7KsAAAAAAA==/,"""d202c2ba-0000-0800-0000-6a0d90ae0000""",attachments/,970210-1,010-1001-0007,경기도 고양시 일산동구,1779273902
e012,comp01,장현우,남,정규직,HT-012,개발팀,부장,2016-05-09,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273903266,pBtjAL8RWCfG7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfG7KsAAAAAAA==/,"""d202f9ba-0000-0800-0000-6a0d90af0000""",attachments/,800122-1,010-1001-0012,서울시 강남구 논현동,1779273903
e004,comp01,최지영,여,정규직,HT-004,기획팀,팀장,2019-11-01,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273904461,pBtjAL8RWCfF7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfF7KsAAAAAAA==/,"""d20230bb-0000-0800-0000-6a0d90b00000""",attachments/,880925-2,010-1001-0004,서울시 마포구 합정동,1779273904
e003,comp01,박민준,남,정규직,HT-003,개발팀,주임,2022-09-05,2025-01-01~2025-12-31,재직,,1775622859103,1720d1bf-4604-4462-bb70-daa3bc8a9f7d,employees,1779273905528,pBtjAL8RWCfE7KsAAAAAAA==,dbs/pBtjAA==/colls/pBtjAL8RWCc=/docs/pBtjAL8RWCfE7KsAAAAAAA==/,"""d20265bb-0000-0800-0000-6a0d90b10000""",attachments/,950701-1,010-1001-0003,경기도 성남시 분당구,1779273905
